정류소ID,정류소명,xPos,yPos,wincId
7111004800,옥포간경리2,128.47147068333334,35.79028325,21555
7111005000,옥포농협앞,128.46162666666666,35.78823166666667,21534
7111005100,본리2,128.4599762,35.78784853333333,21552
7111005200,선녀곡앞(옥포),128.45278721666668,35.78493495,21536
7111005300,선녀곡건너(옥포),128.45313666666667,35.784895,21551
7111005400,교항리앞,128.44909426666666,35.78386198333333,21537
7111005500,교항리건너,128.44927405,35.78365603333334,21550
7111005600,달성교육지원청-대구예아람학교건너,128.43409451666668,35.781103,20988
7111005700,옥포농협강림지점건너,128.43017148333334,35.7790615,09051
7111005800,옥포농협강림지점앞,128.43215833333332,35.779781666666665,09048
7111005900,논공읍행정복지센터건너2,128.41985968333333,35.77346178333333,02409
7111006000,삼리2교차로 1,128.41678758333333,35.771884066666665,21256
7111006100,삼리2교차로 2,128.41681105,35.77208901666667,01820
7111006200,삼리리1(논공),128.40621166666668,35.765728333333335,21254
7111006300,삼리리2(논공),128.40523833333333,35.765385,20984
7111006400,위천1리앞,128.40162,35.762433333333334,21253
7111006500,위천1리건너,128.40074666666666,35.76210833333333,20985
7111006700,상리공단건너,128.41003971666666,35.74465595,01824
7111006800,달성보앞,128.41996955,35.73748706666667,02401
7111006900,현풍할매곰탕건너,128.44535875,35.6944765,09042
7111007000,현풍할매곰탕,128.44541973333332,35.69459641666667,01296
7111007100,달성군보건소,128.4464878,35.69215833333333,21412
7111007200,달성경찰서,128.44711936666667,35.690845816666666,02935
7111007300,북동초등학교앞,128.43926255,35.72761668333333,01829
7111007400,북동초등학교건너,128.43870286666666,35.72729948333333,02608
7111007500,성원아파트앞,128.4481492,35.729931883333336,02668
7111007600,성원아파트건너,128.44829406666668,35.72979375,02669
7111007700,대동금속건너,128.45573995,35.73605826666667,01839
7111007800,대동금속앞,128.45594805,35.7359981,01840
7111007900,평화씨엠비앞,128.46429013333332,35.740631533333335,01838
7111008000,평화씨엠비건너,128.46454373333333,35.740857766666664,01837
7111008100,달성군민운동장앞,128.45215165,35.72920795,09293
7111008200,달성군민운동장건너,128.45231366666667,35.72908606666667,02671
7111008300,평광3차아파트,128.44744815,35.726981216666665,02670
7111008500,달성산업단지건너,128.46177496666667,35.72980346666667,01844
7111008600,관리공단,128.46086165,35.72916301666667,02405
7111008700,주식회사대동앞,128.45688546666668,35.72628383333333,01845
7111008800,유신섬유네거리2,128.46752496666667,35.73246186666667,02404
